CLIENTNUM,Attrition_Flag,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Risk_Score,Attrition_Confidence_Score,R_score,M_score,F_score,Cus_Segmentation,Risk_Status,CLV,Risk_Score,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Not_Specified,Education_Level_Post-Graduate,Education_Level_Uneducated,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Cluster,Customer_Segment
708600033,0,0.4255319148936171,2,39,4,3,1,0.0051908068404189905,0.0,1610.0,0.689000010490417,0.24746856570601983,0.5968992248062016,0.776000022888184,0.0,0.0001084800023818,0.999890029430389,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,193362.0,Low Risk,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,2,Average
708602283,0,0.29787234042553196,4,36,3,3,1,0.04379687684785791,0.0,2887.0,0.580999970436096,0.1908868365416713,0.558139534883721,1.15799999237061,0.0,0.0001169699971796,0.999880015850067,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,141876.0,Medium Risk,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,2,Average
708606633,1,0.6382978723404256,3,44,6,3,4,0.0031955048666594266,0.0,1544.0,0.314999997615814,0.07744519862022922,0.19379844961240314,0.400000005960464,0.0,0.998139977455139,0.0018631699495017,High Recency,Low Monetary,Low Frequency,,NORMAL,83688.0,Low Risk,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,2,Average
708611733,0,0.3404255319148936,1,33,4,4,3,0.05081066560410366,0.5276122367898292,1791.0,0.967000007629395,0.23083342605986423,0.558139534883721,0.672999978065491,0.42642641997623143,0.0003336200024932,0.999670028686523,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,153747.0,Medium Risk,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,At Risk
708614058,0,0.6382978723404256,2,45,4,2,4,0.01577195367096216,0.6714342471195868,270.0,0.629999995231628,0.1869366863246912,0.4418604651162792,0.558000028133392,0.8628628402871786,0.000326559995301,0.999670028686523,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,174150.0,High Risk,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,At Risk
708615183,0,0.38297872340425543,2,34,4,4,4,0.0722450458979754,0.45530393325387364,2682.0,0.680999994277954,0.2252141982864137,0.62015503875969,0.635999977588654,0.29929929043028075,0.0006853599916212,0.99931001663208,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,154972.0,Low Risk,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,1,At Risk
708618933,0,0.17021276595744675,2,13,6,3,2,0.08860047571318641,0.8140643623361145,2320.0,0.865000009536743,0.1529431400912429,0.5426356589147288,0.600000023841858,0.46946947511339027,0.000184939999599,0.999819993972778,Low Recency,Low Monetary,High Frequency,,NORMAL,42367.0,Very Low Risk,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1,At Risk
708620283,0,0.19148936170212766,1,25,6,3,2,0.13951090789214265,0.7949940405244339,4052.0,0.742999970912933,0.09446978969622788,0.3798449612403102,0.595000028610229,0.3313313272999597,0.0001855799928307,0.999809980392456,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,55200.0,Low Risk,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,1,At Risk
708621408,0,0.2765957446808511,1,28,3,2,1,0.0,0.0,1438.30004882813,0.799000024795532,0.20379436964504283,0.558139534883721,0.639999985694885,0.0,7.08189982105978e-05,0.999930024147034,Low Recency,Low Monetary,High Frequency,,NORMAL,116844.0,High Risk,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,2,Average
708623283,0,0.19148936170212766,2,16,6,3,2,0.5090952507589718,0.0,18278.0,0.797999978065491,0.08757093579615,0.3953488372093025,1.10300004482269,0.0,0.000184939999599,0.999819993972778,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,33344.0,Low Risk,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,2,Average
708626058,0,0.4893617021276597,2,34,6,2,4,0.11499287909336978,0.5820421136273342,3777.0,1.02499997615814,0.1996216757538667,0.4496124031007753,0.788999974727631,0.27927928976084687,0.0003357699897605,0.999660015106201,Low Recency,Low Monetary,High Frequency,,NORMAL,139332.0,Medium Risk,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1,At Risk
708633783,1,0.3617021276595745,3,30,3,2,4,0.29922576133716994,0.0,11336.0,0.690999984741211,0.07227105819517081,0.22480620155038764,0.344999998807907,0.0,0.997139990329742,0.0028609700966626,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,54270.0,Very Low Risk,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,2,Average
708635058,0,0.574468085106383,0,44,4,1,1,0.014078970178075252,0.3520063567739372,1018.0,0.694999992847443,0.23856681873817737,0.5813953488372093,0.809000015258789,0.46546546304664266,2.77069993899204e-05,0.999970018863678,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,211112.0,High Risk,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,At Risk
708637758,0,0.4893617021276597,3,37,4,3,4,0.48088893649355247,0.21652761223678982,16800.0,0.904999971389771,0.16763102258818294,0.4186046511627908,0.828999996185303,0.031031030123972278,0.0005354299792088,0.999459981918335,High Recency,Low Monetary,Low Frequency,,NORMAL,130351.0,Medium Risk,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2,Average
708642708,1,0.29787234042553196,2,36,3,2,3,0.35010596166803887,0.0,13019.0,0.486999988555908,0.05418938466674085,0.1782945736434109,0.435000002384186,0.0,0.994949996471405,0.0050499998033046,High Recency,Low Monetary,Low Frequency,,NORMAL,53424.0,Medium Risk,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,2,Average
708644208,0,0.2765957446808511,2,34,5,2,4,0.13361569751512575,0.0,5858.0,0.852999985218048,0.15828418827194837,0.5193798449612403,0.603999972343445,0.0,0.000326559995301,0.999670028686523,Low Recency,Low Monetary,High Frequency,,NORMAL,114070.0,Low Risk,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,2,Average
708646233,0,0.38297872340425543,1,36,3,2,1,0.47396584328156843,0.5121176003178387,15827.0,0.559000015258789,0.1736953377100256,0.310077519379845,0.922999978065491,0.07507507709076115,7.08189982105978e-05,0.999930024147034,High Recency,Low Monetary,Low Frequency,,NORMAL,130752.0,Medium Risk,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0,High Value
708649683,0,0.5319148936170213,2,42,1,3,2,0.46148009002152757,0.45292014302741357,15563.0,0.555000007152557,0.832424613330366,0.8682170542635661,0.76800000667572,0.06806807089002864,0.0001748600043356,0.999830007553101,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,649824.0,Low Risk,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0,High Value
708651933,0,0.6382978723404256,2,44,3,1,2,0.018281197062205254,0.7659912594358363,115.0,0.791000008583069,0.10020028930677646,0.36434108527131787,0.83899998664856,0.9449449384947499,5.50769982510246e-05,0.999939978122711,High Recency,Low Monetary,Low Frequency,,NORMAL,101684.0,Low Risk,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1,At Risk
708652908,0,0.44680851063829796,5,36,1,6,1,0.02577869538784726,0.5637663885578069,872.0,0.725000023841858,0.22187604317347281,0.5503875968992249,0.760999977588654,0.6196196292949132,9.08980000531301e-05,0.999909996986389,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,161928.0,High Risk,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1,At Risk
708653958,1,0.2553191489361702,3,36,5,2,2,0.14135505062546588,0.5804529201430274,4653.0,0.772000014781952,0.11672415711583398,0.20155038759689928,0.384999990463257,0.2392392287576716,0.991370022296906,0.0086300000548362,High Recency,Low Monetary,Low Frequency,,NORMAL,93888.0,Low Risk,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1,At Risk
708654933,1,0.5319148936170213,2,42,3,2,3,0.43983408679104496,0.07667858561779897,15794.0,0.435000002384186,0.08406587292756204,0.27906976744186046,0.393999993801117,0.012012011961619835,0.997929990291595,0.002073029987514,High Recency,Low Monetary,Low Frequency,,NORMAL,84882.0,Medium Risk,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,2,Average
708655983,0,0.4893617021276597,3,40,3,3,2,0.11574867529555144,0.0,5267.0,0.44200000166893,0.04690107933681985,0.10852713178294576,0.263000011444092,0.0,0.0001814499992178,0.999819993972778,High Recency,Low Monetary,Low Frequency,,NORMAL,54120.0,Medium Risk,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,Average
708657033,0,0.7234042553191491,2,54,5,3,2,0.03796213016701554,0.7640047675804529,771.0,0.71399998664856,0.18510070101257373,0.47286821705426363,0.73199999332428,0.7147146921390312,0.0001748799986671,0.999830007553101,High Recency,Low Monetary,High Frequency,Loyal Customers,High Risk,207198.0,High Risk,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,At Risk
708660408,1,0.29787234042553196,1,36,4,2,4,0.009030251547501797,0.6710369487485102,48.0,0.643999993801117,0.10843440525203071,0.25581395348837216,0.53600001335144,0.97297296329768,0.996659994125366,0.0033433299977332,High Recency,Low Monetary,Low Frequency,,NORMAL,88524.0,Low Risk,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1,At Risk
708662583,1,0.3191489361702127,3,29,1,3,4,0.801346526218574,0.0,27945.0,0.90200001001358,0.4359074218315344,0.4651162790697675,1.05900001525879,0.0,0.998120009899139,0.0018759300000965,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,242005.0,Low Risk,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,0,High Value
708664008,0,0.6595744680851063,3,45,6,3,4,0.3879260036252089,0.0,14270.0,0.398000001907349,0.03961277400689886,0.20930232558139542,0.423000007867813,0.0,0.0005205700290389,0.999480009078979,High Recency,Low Monetary,Low Frequency,,NORMAL,54990.0,Very Low Risk,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2,Average
708665133,0,0.29787234042553196,2,28,6,2,3,0.06698470433079108,0.4656336909018673,2482.0,0.938000023365021,0.19433626349171024,0.4418604651162792,0.595000028610229,0.32132132696524274,0.0001914299937197,0.999809980392456,Low Recency,Low Monetary,High Frequency,,NORMAL,112084.0,Very Low Risk,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1,At Risk
708666258,0,0.3617021276595745,4,36,5,3,0,0.20227222452130725,0.7147397695669447,6330.0,0.565999984741211,0.049627239345721594,0.1782945736434109,0.736999988555908,0.22122121920553517,7.64919968787581e-05,0.999920010566711,High Recency,Low Monetary,Low Frequency,,NORMAL,50472.0,Low Risk,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,1,At Risk
708668283,0,0.2765957446808511,2,22,5,4,2,0.11190923058846863,1.0,2623.0,0.875999987125397,0.0741070435072883,0.20155038759689928,0.71399998664856,0.4904904937155882,0.0002173800021409,0.999779999256134,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,40524.0,Very Low Risk,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1,At Risk
708669408,0,0.5957446808510638,5,45,6,1,3,0.5732774642482379,0.0,20401.0,0.72299998998642,0.2296094358517859,0.5038759689922482,0.561999976634979,0.0,9.29820016608573e-05,0.999909996986389,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,208665.0,Low Risk,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,2,Average
708670608,0,0.46808510638297873,5,36,4,2,3,0.12264153665944813,0.8740564163686929,3295.0,0.695999979972839,0.2567597641037053,0.5813953488372093,0.771000027656555,0.40040040120667447,0.0002032100019278,0.999800026416779,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,184500.0,Medium Risk,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,1,At Risk
708671733,0,0.46808510638297873,4,36,2,3,3,0.019157920656735966,0.5955502582439411,573.0,0.59799998998642,0.1992322243240236,0.47286821705426363,0.651000022888184,0.7237237043731378,0.0003172600117977,0.999679982662201,High Recency,Low Monetary,High Frequency,Loyal Customers,High Risk,147276.0,Low Risk,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1,At Risk
708672708,0,0.4893617021276597,4,31,2,3,3,1.0,1.0,31999.0,0.709999978542328,0.19361299655057304,0.4263565891472869,1.03100001811981,0.073073071057387,0.0003084200143348,0.999689996242523,Low Recency,Low Monetary,High Frequency,,NORMAL,123690.0,Very Low Risk,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0,High Value
708679383,0,0.38297872340425543,2,32,5,1,3,0.10320245833933597,0.7059992054032579,3075.0,0.666999995708466,0.07037943696450429,0.3488372093023256,1.03699994087219,0.36636635830362224,0.0001018300026771,0.999899983406067,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,56800.0,High Risk,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,1,At Risk
708680583,0,0.574468085106383,1,36,4,1,2,0.018281197062205254,0.6317044100119189,453.0,0.617999970912933,0.24646711917213754,0.4496124031007753,0.619000017642975,0.778778765878388,5.16969994350802e-05,0.999949991703033,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,177840.0,Low Risk,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1,At Risk
708681708,1,0.5319148936170213,2,43,5,3,2,0.05461987846309921,0.0,3245.0,0.552999973297119,0.08161789251140536,0.1472868217054264,0.261000007390976,0.0,0.99497002363205,0.005030000116676,High Recency,Low Monetary,Low Frequency,,NORMAL,85011.0,High Risk,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,2,Average
708682908,0,0.3617021276595745,4,28,2,2,1,0.04231551629158187,0.7683750496622964,904.0,0.873000025749207,0.45254256147769,0.5968992248062016,0.554000020027161,0.6816816671687419,7.91280035628006e-05,0.999920010566711,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,242032.0,Medium Risk,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1,At Risk
708684108,1,0.4255319148936171,4,34,5,3,1,0.08204016467824962,0.5744934445768772,2706.0,0.825999975204468,0.09502614888171804,0.1550387596899225,0.303999990224838,0.3483483338354089,0.991289973258972,0.0087099997326731,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,75412.0,Low Risk,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1,At Risk
708687483,1,0.5957446808510638,4,36,3,2,3,0.3684566934570095,0.0,13626.0,0.41100001335144,0.0668187381773673,0.1550387596899225,0.25,0.0,0.994520008563995,0.0054799998179078,High Recency,Low Monetary,Low Frequency,,NORMAL,61596.0,Medium Risk,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,2,Average
708688608,0,0.7659574468085107,1,48,5,3,1,0.05144553441393626,0.788637266587207,1155.0,1.34599995613098,0.06208968510070101,0.2403100775193799,0.864000022411346,0.6326326535957685,9.8983000498265e-05,0.999899983406067,High Recency,Low Monetary,Low Frequency,,NORMAL,78048.0,High Risk,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,At Risk
708689958,0,0.46808510638297873,4,36,4,3,2,0.029255357917882877,0.6928883591577274,662.0,0.694000005722046,0.2357850228107266,0.6046511627906977,0.691999971866608,0.725725740238666,0.0002073500072583,0.999790012836456,High Recency,High Monetary,High Frequency,Best Customers,High Risk,170928.0,High Risk,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,1,At Risk
708692583,1,0.38297872340425543,2,31,3,3,3,0.002046694639343309,0.066746126340882,1338.0,0.671000003814697,0.10025592522532548,0.2635658914728683,0.467000007629395,0.11211211412779784,0.9966099858284,0.0033878800459206,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,71672.0,High Risk,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2,Average
708693558,0,0.5106382978723405,3,38,3,2,2,0.3365016300287691,0.8609455701231625,10402.0,0.63400000333786,0.3802158673639702,0.6589147286821706,0.695999979972839,0.172172175800407,0.0001037399997585,0.999899983406067,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,279072.0,Medium Risk,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0,High Value
708694983,0,0.6170212765957448,1,36,1,2,1,0.05174785289480892,0.8827969805323798,928.0,0.794000029563904,0.792255480137977,0.6666666666666667,0.654999971389771,0.7057056799049235,6.62449965602718e-05,0.999930024147034,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,531000.0,High Risk,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,1,At Risk
708697983,0,0.6382978723404256,0,49,2,2,2,1.0,0.856575288041319,32360.0,0.698000013828278,0.45933014354066987,0.5271317829457365,0.814000010490417,0.062062060247944556,9.49509994825348e-05,0.999909996986389,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,429534.0,Very Low Risk,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,High Value
708699108,0,0.2765957446808511,2,36,4,3,3,0.0,0.3396901072705602,583.299987792969,0.662000000476837,0.24368532324468678,0.3333333333333334,0.89300000667572,0.5945945687938128,0.000294080004096,0.999710023403168,High Recency,High Monetary,Low Frequency,Big Spenders,NORMAL,176040.0,High Risk,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,At Risk
708701358,0,0.2765957446808511,2,36,3,2,3,0.028167011386741297,0.8069129916567342,339.0,0.888999998569489,0.1941693557360632,0.5348837209302326,0.975000023841858,0.8578578401198207,0.0001968300057342,0.999800026416779,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,144000.0,High Risk,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1,At Risk
708702258,1,0.29787234042553196,3,36,3,2,2,0.06831490564663079,0.18990862137465236,3220.0,0.611000001430511,0.08573495048403248,0.16279069767441862,0.632000029087067,0.12912912066324708,0.991829991340637,0.0081700002774596,High Recency,Low Monetary,Low Frequency,,NORMAL,73836.0,Medium Risk,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,2,Average
708703308,1,0.19148936170212766,1,26,6,4,4,0.018341660758379785,0.6781883194278904,338.0,0.577000021934509,0.0930788917325025,0.22480620155038764,0.695999979972839,0.8358358035848588,0.998449981212616,0.0015510000521317,Low Recency,Low Monetary,Low Frequency,At Risk Customers,High Risk,56758.0,Low Risk,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,1,At Risk
708704433,0,0.21276595744680854,3,23,6,3,4,0.04128763345661482,0.8303535955502582,714.0,1.24800002574921,0.1280738844998331,0.5193798449612403,1.0809999704361,0.7457457409080999,0.0005205200286582,0.999480009078979,Low Recency,Low Monetary,High Frequency,,High Risk,64676.0,Medium Risk,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1,At Risk
708705783,1,0.44680851063829796,3,36,6,3,1,0.004404778790150075,0.4823202224870878,370.0,0.887000024318695,0.11783687548681429,0.2403100775193799,0.639999985694885,0.766766729678143,0.993900001049042,0.0060999998822808,High Recency,Low Monetary,Low Frequency,,High Risk,94608.0,Low Risk,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1,At Risk
708706833,1,0.2765957446808511,3,36,4,3,3,0.041438792697051155,0.0,2809.0,0.853999972343445,0.1088238566818738,0.23255813953488377,0.537999987602234,0.0,0.996909976005554,0.0030877799727022,High Recency,Low Monetary,Low Frequency,,NORMAL,88776.0,Medium Risk,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,2,Average
708707808,0,0.6595744680851063,2,45,4,1,2,0.03149251467634058,0.6293206197854588,896.0,0.874000012874603,0.16290196951151664,0.43410852713178305,0.783999979496002,0.6396396299643471,5.50769982510246e-05,0.999939978122711,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,154710.0,Low Risk,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1,At Risk
708708858,1,0.5106382978723405,1,36,1,3,4,0.02973906748727914,0.19944378228049264,1920.0,0.996999979019165,0.11338600200289306,0.27906976744186046,0.483999997377396,0.20720720680407057,0.997940003871918,0.0020593700464814,High Recency,Low Monetary,Low Frequency,,NORMAL,91728.0,High Risk,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2,Average
708710283,0,0.4042553191489362,5,36,6,1,4,1.0,0.8096940802542709,32478.0,1.00699996948242,0.19789696227884723,0.5038759689922482,1.2059999704361,0.0590590586559219,0.0002133300004061,0.999790012836456,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,146412.0,Very Low Risk,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,High Value
708711483,0,0.6595744680851063,2,46,2,3,0,0.5270227366747207,0.6912991656734208,17131.0,1.72699999809265,0.055969734060309334,0.08527131782945739,2.0,0.09209209108424905,7.2936003562063e-05,0.999930024147034,High Recency,Low Monetary,Low Frequency,,NORMAL,69736.0,Very Low Risk,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0,High Value
708712833,0,0.4042553191489362,5,36,4,1,2,0.025718231691672727,0.41199841080651567,1252.0,0.504000008106232,0.22104150439523756,0.48062015503875977,0.5,0.45345345667855136,5.68610012123827e-05,0.999939978122711,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,161388.0,High Risk,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,At Risk
708714108,0,0.3404255319148936,3,31,5,2,3,0.3628638015608652,1.0,10924.0,0.734000027179718,0.0770001112718371,0.3023255813953489,0.633000016212463,0.18718719121855978,0.0001744899927871,0.999830007553101,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,58714.0,Medium Risk,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,1,At Risk
708720558,0,0.38297872340425543,3,30,5,2,0,0.09222829748365835,0.0,4489.0,0.693000018596649,0.18154000222543673,0.4186046511627908,0.455000013113022,0.0,4.23579986090772e-05,0.999960005283356,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,113190.0,Low Risk,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,2,Average
708721533,0,0.6382978723404256,1,36,2,1,2,0.11245340385403943,0.456098529996027,4010.0,0.637000024318695,0.701179481473239,0.9147286821705428,0.882000029087067,0.22322322523890953,5.16969994350802e-05,0.999949991703033,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,472068.0,Medium Risk,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,At Risk
708722583,0,0.2765957446808511,4,36,5,3,1,0.03539242307959792,0.6579261025029798,953.0,0.657000005245209,0.13986869923222434,0.4186046511627908,0.600000023841858,0.6356356178975984,0.0001169699971796,0.999880015850067,High Recency,Low Monetary,Low Frequency,,NORMAL,108864.0,High Risk,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1,At Risk
708723858,0,0.46808510638297873,4,37,1,1,3,0.05969882894175993,0.6813667063965038,1698.0,0.811999976634979,0.1854345165238678,0.4418604651162792,0.63400000333786,0.5025024702515247,9.71539993770421e-05,0.999899983406067,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,142191.0,High Risk,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,At Risk
708724908,0,0.44680851063829796,2,35,4,2,3,0.024901971793316546,0.0,2262.0,0.805999994277954,0.2004562145321019,0.5658914728682172,0.626999974250793,0.0,0.0001861000055214,0.999809980392456,Low Recency,Low Monetary,High Frequency,,NORMAL,143955.0,High Risk,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2,Average
708726708,1,0.3404255319148936,3,36,6,2,3,0.00038394299454366787,0.23798172427493047,852.0,0.751999974250793,0.09357961499944364,0.19379844961240314,0.458000004291534,0.41341339567537605,0.994989991188049,0.0050099999643862,High Recency,Low Monetary,Low Frequency,,NORMAL,78912.0,Low Risk,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,2,Average
708727983,0,0.7659574468085107,0,36,6,1,3,0.07541938994713834,0.0,3933.0,0.88400000333786,0.1412039612774007,0.34108527131782945,0.688000023365021,0.0,8.17359978100285e-05,0.999920010566711,High Recency,Low Monetary,Low Frequency,,NORMAL,109728.0,Low Risk,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,2,Average
708731658,1,0.574468085106383,0,41,3,3,4,0.0,0.0,1438.30004882813,0.386999994516373,0.05991988427728942,0.24806201550387605,0.448000013828278,0.0,0.997680008411407,0.0023165598977357,High Recency,Low Monetary,Low Frequency,,NORMAL,65067.0,High Risk,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2,Average
708733983,1,0.5106382978723405,1,36,6,3,2,0.11822768683870727,0.9499404052443385,2958.0,0.671000003814697,0.08968510070101257,0.27906976744186046,0.393999993801117,0.44744743857842834,0.99592000246048,0.004075480159372,High Recency,Low Monetary,Low Frequency,,NORMAL,76392.0,Low Risk,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1,At Risk
708735183,0,0.19148936170212766,2,22,4,3,3,0.03342735295392561,0.734207389749702,696.0,0.804000020027161,0.09897629909869812,0.3023255813953489,0.441000014543533,0.7267267283392762,0.000294080004096,0.999710023403168,Low Recency,Low Monetary,Low Frequency,At Risk Customers,High Risk,50358.0,High Risk,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,At Risk
708736608,1,0.29787234042553196,3,27,5,3,2,0.025113594729927413,0.0,2269.0,0.572000026702881,0.08890619784132636,0.22480620155038764,0.560000002384186,0.0,0.99466997385025,0.0053300000727176,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,56916.0,Very Low Risk,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2,Average
708740808,0,0.4042553191489362,4,36,5,3,4,0.080830890754759,0.0,4112.0,0.77700001001358,0.13569600534104817,0.34108527131782945,1.25,0.0,0.0005411499878391,0.999459981918335,High Recency,Low Monetary,Low Frequency,,NORMAL,106164.0,Low Risk,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,2,Average
708741633,0,0.5531914893617023,4,44,6,3,4,0.08207039652633691,0.0,4153.0,0.433999985456467,0.07015689329030822,0.2403100775193799,0.367000013589859,0.0,0.0005260800244286,0.999469995498657,High Recency,Low Monetary,Low Frequency,,NORMAL,77924.0,Low Risk,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,2,Average
