CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Risk_Score,Attrition_Confidence_Score,R_score,M_score,F_score,Cus_Segmentation,Risk_Status,CLV
711825558,0,38,M,3,Graduate,Married,$80K - $120K,Blue,19,5,2,2,1518,1115,403,0.704999983310699,3595,65,0.85699999332428,0.735000014305115,0.000118110001494642,0.999880015850067,Low Recency,Low Monetary,High Frequency,NULL,NORMAL,68305.00
711826983,1,47,F,3,Not_Specified,Married,$40K - $60K,Blue,36,4,3,6,5822,0,5822,0.654999971389771,3240,38,0.65200001001358,0,0.999440014362335,0.000558750005438924,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,116640.00
711827958,0,57,M,2,Uneducated,Married,$60K - $80K,Blue,47,4,4,1,5100,1970,3130,0.370999991893768,1032,26,0.368000000715256,0.386000007390976,0.000134789996081963,0.999870002269745,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,48504.00
711830433,0,44,F,3,College,Single,Less than $40K,Blue,32,1,2,1,7926,1051,6875,0.728999972343445,7677,87,0.554000020027161,0.133000001311302,6.92480025463738E-05,0.999930024147034,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,245664.00
711831558,0,49,M,4,College,Divorced,$120K +,Blue,41,3,1,1,7184,1207,5977,0.657000005245209,3244,58,1,0.167999997735023,3.38659992848989E-05,0.999970018863678,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,133004.00
711832533,0,42,M,3,High School,Single,$80K - $120K,Silver,32,3,3,3,34516,1396,33120,0.688000023365021,3748,62,0.938000023365021,0.0399999991059303,0.000275739992503077,0.999719977378845,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,119936.00
711833508,0,47,M,2,High School,Single,$40K - $60K,Blue,27,2,3,2,1536,0,1536,0.912999987602234,4643,89,0.745000004768372,0,0.000174860004335642,0.999830007553101,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,125361.00
711834708,0,55,M,4,College,Married,$80K - $120K,Blue,40,4,2,5,4047,1482,2565,0.958999991416931,16191,102,0.788999974727631,0.36599999666214,0.000576069985982031,0.999419987201691,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,647640.00
711835758,0,50,M,3,Graduate,Married,$120K +,Blue,42,4,5,3,34516,2099,32417,0.449000000953674,1756,35,0.25,0.0610000006854534,0.000350599992088974,0.999650001525879,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,73752.00
711836733,0,43,M,3,Graduate,Single,$120K +,Blue,31,3,3,3,1438.30004882813,0,1438.30004882813,0.662999987602234,1867,45,0.875,0,0.000313900003675371,0.999689996242523,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,57877.00
711838008,1,37,M,3,Graduate,Married,$60K - $80K,Blue,28,2,3,2,6407,478,5929,1.02199995517731,9322,77,0.833000004291534,0.0750000029802322,0.99466997385025,0.00533000007271767,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,261016.00
711840408,0,64,M,0,College,Married,Less than $40K,Blue,55,5,3,4,2492,1424,1068,0.485000014305115,1375,30,0.363999992609024,0.570999979972839,0.000430529995355755,0.99957001209259,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,75625.00
711842508,0,45,M,3,Uneducated,Unknown,$80K - $120K,Blue,33,2,3,3,9303,1580,7723,0.876999974250793,7825,87,0.449999988079071,0.170000001788139,0.000322750012855977,0.999679982662201,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,258225.00
711843708,1,61,F,0,Graduate,Divorced,Less than $40K,Blue,36,2,3,3,2125,0,2125,0.653999984264374,2860,38,0.726999998092651,0,0.996159970760345,0.00383629999123514,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,102960.00
711844758,0,48,M,3,Graduate,Single,$80K - $120K,Blue,35,6,1,0,13551,1294,12257,0.791000008583069,1388,37,1.05599999427795,0.0949999988079071,2.10809994314332E-05,0.999979972839355,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,48580.00
711846183,1,38,F,3,Graduate,Single,$40K - $60K,Blue,26,3,2,3,2669,0,2669,0.670000016689301,2271,31,0.722000002861023,0,0.994989991188049,0.00500999996438622,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,59046.00
711847833,0,42,F,2,Graduate,Single,Less than $40K,Blue,32,2,2,2,1933,1127,806,0.704999983310699,4833,71,0.689999997615814,0.583000004291534,0.000113820002297871,0.999890029430389,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,154656.00
711848658,0,35,M,3,College,Married,$60K - $80K,Blue,17,3,3,2,2259,1776,483,1.29200005531311,1790,31,0.824000000953674,0.78600001335144,0.000181459996383637,0.999819993972778,Low Recency,Low Monetary,Low Frequency,At Risk Customers,High Risk,30430.00
711850533,0,46,F,4,Uneducated,Single,Unknown,Blue,36,5,1,4,3818,0,3818,0.884999990463257,4272,71,0.578000009059906,0,0.000170419996720739,0.999830007553101,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,153792.00
711851583,0,50,M,2,Graduate,Married,$120K +,Blue,42,6,2,1,8220,1015,7205,1.06299996376038,4794,77,0.878000020980835,0.123000003397465,6.86400017002597E-05,0.999930024147034,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,201348.00
711852783,0,46,M,2,Not_Specified,Married,$60K - $80K,Blue,36,3,2,2,5746,1572,4174,0.936999976634979,3446,56,1,0.273999989032745,0.000125110003864393,0.999870002269745,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,124056.00
711854808,1,41,M,3,High School,Married,$120K +,Blue,32,2,2,1,34516,0,34516,0.964999973773956,4734,57,0.541000008583069,0,0.985759973526001,0.0142400003969669,Low Recency,High Monetary,Low Frequency,NULL,NORMAL,151488.00
711856683,0,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,2,3,3,1590,1273,317,0.639999985694885,7352,80,0.818000018596649,0.800999999046326,0.000369349989341572,0.999629974365234,High Recency,High Monetary,High Frequency,Best Customers,High Risk,264672.00
711857733,0,49,M,3,Uneducated,Single,$60K - $80K,Blue,32,3,2,2,18584,2517,16067,0.703000009059906,1330,34,1.125,0.135000005364418,0.000121440003567841,0.999880015850067,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,42560.00
711861258,0,65,F,1,Uneducated,Single,Less than $40K,Blue,36,3,2,3,4182,0,4182,0.690999984741211,4046,57,0.629000008106232,0,0.000184749995241873,0.999819993972778,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,145656.00
711862533,1,55,F,1,Uneducated,Married,Less than $40K,Blue,36,5,3,2,2258,2000,258,0.611000001430511,2500,42,0.680000007152557,0.885999977588654,0.994270026683807,0.005729999858886,High Recency,Low Monetary,Low Frequency,NULL,High Risk,90000.00
711863433,0,30,M,1,Not_Specified,Unknown,Less than $40K,Blue,13,1,3,1,3789,1782,2007,0.850000023841858,15670,116,0.785000026226044,0.469999998807907,0.000111920002382249,0.999890029430389,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,203710.00
711864783,0,61,M,1,Uneducated,Single,$60K - $80K,Blue,46,5,3,2,2201,1138,1063,0.675000011920929,1199,32,0.600000023841858,0.517000019550323,0.000173599997651763,0.999830007553101,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,55154.00
711866358,0,42,F,3,High School,Single,$40K - $60K,Blue,30,4,2,3,10136,0,10136,0.428000003099442,4429,78,0.472000002861023,0,0.000193109997780994,0.999809980392456,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,132870.00
711870333,0,46,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,6,3,3,34516,1597,32919,0.857999980449677,1628,51,1.21700000762939,0.046000000089407,0.000311039999360219,0.999689996242523,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,58608.00
711871758,1,30,F,1,Graduate,Married,Less than $40K,Blue,36,2,2,3,2905,2517,388,0.725000023841858,2487,39,0.39300000667572,0.86599999666214,0.994470000267029,0.00553000019863248,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,89532.00
711873033,1,35,F,3,Not_Specified,Single,Unknown,Blue,29,4,2,3,1438.30004882813,0,1438.30004882813,0.748000025749207,2549,56,0.75,0,0.995440006256104,0.00455805007368326,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,73921.00
711873858,0,43,M,3,High School,Married,$60K - $80K,Blue,35,2,3,2,3717,1882,1835,0.796000003814697,4667,91,0.819999992847443,0.505999982357025,0.000181449999217875,0.999819993972778,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,163345.00
711874833,0,45,M,3,College,Divorced,$40K - $60K,Blue,37,1,3,2,2449,0,2449,0.705999970436096,5497,88,0.629999995231628,0,0.000181459996383637,0.999819993972778,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,203389.00
711876333,0,53,M,3,Graduate,Married,$80K - $120K,Blue,36,5,1,4,7290,2151,5139,0.583000004291534,1312,29,0.526000022888184,0.294999986886978,0.000163990000146441,0.999840021133423,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,47232.00
711877458,0,51,F,3,College,Married,Less than $40K,Blue,36,6,2,2,1936,0,1936,0.704999983310699,4072,72,0.755999982357025,0,0.000114829999802168,0.999890029430389,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,146592.00
711878733,0,60,M,1,Uneducated,Married,$60K - $80K,Blue,48,3,1,3,10264,2073,8191,0.620000004768372,1685,45,0.363999992609024,0.202000007033348,8.94039985723794E-05,0.999909996986389,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,80880.00
711879633,0,45,M,3,High School,Single,Less than $40K,Blue,29,4,1,2,2766,1985,781,0.796000003814697,4480,70,0.75,0.717999994754791,5.55590013391338E-05,0.999939978122711,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,129920.00
711881733,0,55,F,1,Graduate,Married,Less than $40K,Blue,46,3,3,3,1606,0,1606,0.855000019073486,4548,76,0.65200001001358,0,0.000283950008451939,0.999719977378845,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,209208.00
711883833,0,50,F,1,Uneducated,Single,Less than $40K,Blue,37,6,1,1,1837,665,1172,0.843999981880188,4752,88,0.660000026226044,0.361999988555908,3.20549988828134E-05,0.999970018863678,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,175824.00
711885258,0,47,F,4,High School,Married,Less than $40K,Blue,31,5,3,4,7711,988,6723,0.88400000333786,2078,42,0.680000007152557,0.128000006079674,0.000526080024428666,0.999469995498657,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,64418.00
711886383,1,54,F,5,High School,Married,Unknown,Blue,44,5,3,3,5342,605,4737,0.690999984741211,2426,46,0.393999993801117,0.112999998033047,0.996720016002655,0.00328186992555857,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,106744.00
711887583,1,47,M,2,Not_Specified,Married,$80K - $120K,Blue,37,2,3,3,5449,1628,3821,0.695999979972839,836,18,0.384999990463257,0.29899999499321,0.996999979019165,0.00299743004143238,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,30932.00
711890808,0,42,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,2,2526,2048,478,0.716000020503998,4267,72,0.800000011920929,0.810999989509583,0.000118110001494642,0.999880015850067,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,153612.00
711891933,0,47,M,3,High School,Married,$80K - $120K,Blue,40,3,3,3,12945,1582,11363,0.495999991893768,3369,59,0.787999987602234,0.122000001370907,0.000305160006973892,0.999689996242523,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,134760.00
711893358,0,46,M,5,High School,Married,$40K - $60K,Blue,37,6,2,1,2375,1196,1179,0.640999972820282,4087,66,0.833000004291534,0.504000008106232,6.88900036038831E-05,0.999930024147034,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,151219.00
711900033,0,57,F,0,Doctorate,Married,Unknown,Blue,46,5,2,1,4661,1734,2927,0.788999974727631,5242,81,1.38199996948242,0.372000008821487,8.52380035212263E-05,0.999909996986389,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,241132.00
711902058,0,35,M,2,Graduate,Married,$60K - $80K,Blue,36,3,3,2,1438.30004882813,0,1438.30004882813,1.62300002574921,2492,55,0.897000014781952,0,0.000179869995918125,0.999819993972778,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,89712.00
711904008,1,40,M,4,High School,Married,$60K - $80K,Blue,36,4,3,5,5869,0,5869,0.642000019550323,2203,41,0.518999993801117,0,0.99889999628067,0.00109664001502097,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,79308.00
711906033,0,48,F,3,Graduate,Unknown,Less than $40K,Blue,36,4,2,2,6182,1131,5051,0.565999984741211,3546,63,0.615000009536743,0.18299999833107,0.000118110001494642,0.999880015850067,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,127656.00
711907083,0,53,M,1,High School,Unknown,$80K - $120K,Blue,36,3,3,4,14111,1034,13077,0.504999995231628,2950,64,0.684000015258789,0.0729999989271164,0.000470859988126904,0.999530017375946,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,106200.00
711909933,0,54,M,4,Not_Specified,Married,$80K - $120K,Blue,42,3,3,1,1621,618,1003,0.846000015735626,4815,83,1.02400004863739,0.381000012159348,0.000125050006317906,0.999870002269745,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,202230.00
711913833,0,37,M,3,Graduate,Married,$40K - $60K,Blue,36,4,2,4,8818,1437,7381,0.648999989032745,1865,31,0.938000023365021,0.163000002503395,0.000338860001647845,0.999660015106201,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,67140.00
711916533,0,57,M,2,Not_Specified,Single,$120K +,Blue,44,5,1,2,5612,1884,3728,0.769999980926514,4734,83,0.885999977588654,0.335999995470047,6.05399982305244E-05,0.999939978122711,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,208296.00
711918033,1,37,F,3,Not_Specified,Married,Less than $40K,Blue,17,3,1,3,1468,1074,394,0.697000026702881,2050,32,0.523999989032745,0.73199999332428,0.990629971027374,0.00937000010162592,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,34850.00
711919608,1,42,F,3,Graduate,Married,Less than $40K,Blue,36,4,3,2,2031,1720,311,0.712999999523163,2702,32,0.777999997138977,0.847000002861023,0.99466997385025,0.00533000007271767,High Recency,Low Monetary,Low Frequency,NULL,High Risk,97272.00
711922158,0,57,F,2,Graduate,Married,Less than $40K,Blue,45,1,3,3,1860,0,1860,0.777999997138977,5109,62,0.722000002861023,0,0.000302509986795485,0.999700009822845,High Recency,High Monetary,Low Frequency,Big Spenders,NORMAL,229905.00
711925608,0,42,M,4,Graduate,Divorced,$80K - $120K,Blue,35,3,2,2,18274,1623,16651,0.680999994277954,3886,81,0.800000011920929,0.0890000015497208,0.000119370000902563,0.999880015850067,Low Recency,Low Monetary,High Frequency,NULL,NORMAL,136010.00
711927108,1,54,M,3,High School,Married,$80K - $120K,Blue,36,2,3,4,9457,350,9107,1.02400004863739,1196,28,0.333000004291534,0.0370000004768372,0.998080015182495,0.00191647000610828,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,43056.00
711929058,0,28,M,0,High School,Married,Unknown,Blue,21,5,3,5,25618,1209,24409,1.22800004482269,2157,49,1.88199996948242,0.0469999983906746,0.000744740013033152,0.999260008335114,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,45297.00
711934308,0,38,M,3,Graduate,Single,$40K - $60K,Blue,19,5,2,3,1705,0,1705,0.603999972343445,3342,62,0.824000000953674,0,0.000198640002054162,0.999800026416779,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,63498.00
711935283,1,55,M,5,Post-Graduate,Single,$80K - $120K,Blue,47,3,1,4,1438.30004882813,0,1438.30004882813,0.414000004529953,1427,36,0.333000004291534,0,0.99481999874115,0.00517999986186624,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,67069.00
711937158,0,49,M,3,College,Married,$60K - $80K,Blue,39,5,3,3,2501,0,2501,0.832000017166138,4837,87,0.740000009536743,0,0.000305190013023093,0.999689996242523,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,188643.00
711939558,1,37,F,2,Not_Specified,Single,Less than $40K,Blue,36,3,2,3,1534,0,1534,0.642000019550323,2596,39,0.39300000667572,0,0.995270013809204,0.00472895987331867,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,93456.00
711942783,0,41,F,3,High School,Married,Less than $40K,Blue,28,3,1,3,2354,1909,445,0.833000004291534,4048,61,0.84799998998642,0.810999989509583,9.34479976422153E-05,0.999909996986389,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,113344.00
711944733,0,45,F,2,High School,Married,Less than $40K,Blue,36,1,2,2,1457,828,629,0.851999998092651,5401,93,0.66100001335144,0.568000018596649,0.000110649998532608,0.999890029430389,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,194436.00
711947358,0,49,M,4,Uneducated,Married,$120K +,Blue,38,2,3,1,18991,1208,17783,0.726999998092651,7716,83,0.804000020027161,0.0640000030398369,0.000116969997179694,0.999880015850067,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,293208.00
711948333,0,42,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,1,2,9247,710,8537,0.735000014305115,1190,30,0.5,0.0769999995827675,5.3154999477556E-05,0.999949991703033,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,42840.00
711949683,1,55,F,2,College,Divorced,$40K - $60K,Blue,36,6,2,3,4410,2517,1893,0.529999971389771,1883,44,0.629999995231628,0.570999979972839,0.994660019874573,0.0053400001488626,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,67788.00
711953358,0,51,M,2,Graduate,Married,$80K - $120K,Blue,35,4,2,2,6205,2264,3941,0.773000001907349,4605,88,0.725000023841858,0.365000009536743,0.000113820002297871,0.999890029430389,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,161175.00
711954558,0,53,F,3,Graduate,Married,$40K - $60K,Blue,44,3,3,4,2636,2357,279,0.653999984264374,1333,34,0.545000016689301,0.893999993801117,0.000535429979208857,0.999459981918335,High Recency,Low Monetary,Low Frequency,NULL,High Risk,58652.00
711957708,0,38,F,2,Graduate,Married,Less than $40K,Blue,36,6,3,4,2717,1591,1126,1.59599995613098,2064,33,1.06200003623962,0.586000025272369,0.000515999970957637,0.999480009078979,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,74304.00
711963183,0,50,M,3,Uneducated,Married,Less than $40K,Blue,36,2,3,3,5128,0,5128,0.703999996185303,7588,98,0.580999970436096,0,0.000322750012855977,0.999679982662201,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,273168.00
711964533,0,44,M,3,College,Married,$40K - $60K,Blue,36,3,3,2,6111,2517,3594,0.732999980449677,4155,68,0.658999979496002,0.412000000476837,0.000181459996383637,0.999819993972778,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,149580.00
711967158,0,35,F,3,Graduate,Single,Less than $40K,Blue,23,6,3,1,2211,1370,841,0.781000018119812,4359,79,0.926999986171722,0.620000004768372,0.00011256000288995,0.999890029430389,Low Recency,Low Monetary,High Frequency,NULL,NORMAL,100257.00
711968358,0,55,F,4,Graduate,Single,Less than $40K,Blue,44,1,2,1,2638,1423,1215,0.550999999046326,4153,77,0.925000011920929,0.538999974727631,7.1987000410445E-05,0.999930024147034,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,182732.00
711970533,0,54,F,4,Not_Specified,Married,Less than $40K,Blue,41,3,2,0,1491,1349,142,0.755999982357025,4365,71,0.73199999332428,0.904999971389771,4.84010015497915E-05,0.999949991703033,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,178965.00
711977508,1,56,F,2,Uneducated,Single,Less than $40K,Blue,43,1,2,4,1440,1211,229,0.465000003576279,2141,40,0.481000006198883,0.841000020503998,0.997030019760132,0.00296843005344272,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,92063.00
711978858,0,59,M,2,Graduate,Single,Less than $40K,Blue,49,6,3,2,6834,900,5934,0.605000019073486,4422,70,0.628000020980835,0.131999999284744,0.000179869995918125,0.999819993972778,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,216678.00
711982383,0,62,M,1,Graduate,Single,$60K - $80K,Blue,49,3,3,2,21805,1777,20028,0.518999993801117,4694,79,0.41100001335144,0.0810000002384186,0.000168829996255226,0.999830007553101,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,230006.00
711984633,0,36,F,3,Graduate,Married,Less than $40K,Blue,27,1,2,3,2328,1953,375,0.598999977111816,4373,89,0.935000002384186,0.83899998664856,0.000198640002054162,0.999800026416779,Low Recency,Low Monetary,High Frequency,NULL,NORMAL,118071.00
711985833,0,38,F,4,Uneducated,Single,Less than $40K,Blue,30,4,1,0,2569,1605,964,0.574000000953674,1190,46,0.64300000667572,0.625,2.19070007005939E-05,0.999979972839355,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,35700.00
711989358,0,50,M,2,Graduate,Single,$80K - $120K,Blue,36,4,2,1,19595,1187,18408,0.875,3811,62,0.824000000953674,0.0610000006854534,6.86400017002597E-05,0.999930024147034,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,137196.00
711990933,0,40,F,2,Graduate,Single,Less than $40K,Blue,29,4,3,2,2295,0,2295,0.699000000953674,3292,62,0.824000000953674,0,0.000179869995918125,0.999819993972778,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,95468.00
711992133,0,53,F,1,Uneducated,Married,Less than $40K,Blue,41,4,2,2,2596,868,1728,0.742999970912933,4801,72,0.71399998664856,0.333999991416931,0.000109849999716971,0.999890029430389,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,196841.00
711993258,0,50,F,0,High School,Single,$40K - $60K,Blue,39,5,3,2,8264,2057,6207,0.820999979972839,4240,73,0.587000012397766,0.248999997973442,0.000150049992953427,0.9998499751091,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,165360.00
711994458,0,47,F,4,High School,Married,Unknown,Blue,39,6,4,0,1537,0,1537,0.712000012397766,4234,75,0.78600001335144,0,8.17580003058538E-05,0.999920010566711,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,165126.00
711999783,0,41,M,3,Uneducated,Married,$80K - $120K,Blue,31,4,2,2,4740,1348,3392,0.472000002861023,1406,23,0.532999992370605,0.284000009298325,0.000121440003567841,0.999880015850067,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,43586.00
712000758,0,51,M,4,Uneducated,Single,$120K +,Silver,39,5,2,1,34516,1959,32557,0.888000011444092,3997,54,0.929000020027161,0.0570000000298023,6.68790016788989E-05,0.999930024147034,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,155883.00
712003083,0,55,M,1,Graduate,Married,$80K - $120K,Blue,36,3,2,4,34516,2102,32414,0.912000000476837,1612,33,0.736999988555908,0.0610000006854534,0.000306530011584982,0.999689996242523,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,58032.00
712004208,0,65,M,0,Graduate,Single,Less than $40K,Blue,56,3,3,2,3422,0,3422,0.929000020027161,1973,59,0.685999989509583,0,0.000154349996591918,0.9998499751091,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,110488.00
712005108,0,61,F,0,Post-Graduate,Married,Less than $40K,Blue,48,3,3,3,3156,2155,1001,0.437999993562698,1376,44,0.570999979972839,0.683000028133392,0.000305449997540563,0.999689996242523,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,66048.00
712006308,0,45,F,0,College,Divorced,Less than $40K,Blue,35,6,1,3,5923,1686,4237,0.702000021934509,1236,35,0.591000020503998,0.284999996423721,7.72860003053211E-05,0.999920010566711,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,43260.00
712009083,0,48,M,3,Not_Specified,Unknown,$60K - $80K,Blue,36,2,1,2,8290,1030,7260,0.870000004768372,8980,93,0.754999995231628,0.123999997973442,6.28199995844625E-05,0.999939978122711,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,323280.00
712010358,1,49,M,4,Graduate,Single,$80K - $120K,Blue,36,2,3,2,3999,0,3999,0.938000023365021,7567,76,0.65200001001358,0,0.994729995727539,0.00527000008150935,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,272412.00
712011633,0,40,F,2,Doctorate,Single,$40K - $60K,Blue,36,6,1,3,2797,850,1947,0.953000009059906,3652,64,1.37000000476837,0.303999990224838,0.00013405000208877,0.999870002269745,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,131472.00
712012758,0,49,F,2,Uneducated,Married,Less than $40K,Blue,41,5,1,3,2189,1860,329,0.833999991416931,4195,81,0.652999997138977,0.850000023841858,9.52490008785389E-05,0.999899983406067,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,171995.00
712013808,0,44,F,4,Uneducated,Single,Unknown,Blue,24,6,3,2,2717,1720,997,0.869000017642975,4196,71,0.614000022411346,0.633000016212463,0.000193960004253313,0.999809980392456,Low Recency,Low Monetary,High Frequency,NULL,NORMAL,100704.00
712014708,0,48,M,4,Graduate,Married,Less than $40K,Blue,36,4,1,2,2912,1501,1411,0.824999988079071,4518,90,0.875,0.514999985694885,5.77620012336411E-05,0.999939978122711,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,162648.00
712018233,0,42,F,3,Graduate,Single,Unknown,Blue,34,3,3,3,16612,2517,14095,0.601999998092651,4697,94,0.808000028133392,0.151999995112419,0.000313900003675371,0.999689996242523,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,159698.00
712019883,0,43,F,4,Not_Specified,Unknown,Unknown,Blue,34,5,3,3,12778,1528,11250,0.77700001001358,3337,69,0.768999993801117,0.119999997317791,0.00034872000105679,0.999650001525879,Low Recency,Low Monetary,High Frequency,NULL,NORMAL,113458.00
712021233,1,33,M,3,Graduate,Married,$60K - $80K,Blue,15,5,1,3,23399,0,23399,1.05099999904633,9356,74,0.850000023841858,0,0.989709973335266,0.0102899996563792,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,140340.00
712022883,0,37,F,2,High School,Single,$40K - $60K,Blue,27,4,1,2,2204,919,1285,0.712000012397766,4555,82,1,0.416999995708466,5.35420003870968E-05,0.999949991703033,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,122985.00
712024908,0,56,F,1,College,Married,Less than $40K,Blue,36,6,2,3,2641,1257,1384,0.890999972820282,1439,39,1.05299997329712,0.476000010967255,0.000174700006027706,0.999830007553101,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,51804.00
712025958,0,42,M,4,Uneducated,Married,$80K - $120K,Silver,35,1,2,3,34516,1420,33096,0.84799998998642,14672,110,0.802999973297119,0.0410000011324883,0.00018652000289876,0.999809980392456,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,513520.00
712027683,0,47,F,2,Doctorate,Married,Less than $40K,Blue,35,3,2,2,5544,1184,4360,0.850000023841858,1336,38,0.65200001001358,0.214000001549721,0.00016470999980811,0.999840021133423,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,46760.00
